chr	pos	annotation	SIFT	POLYPHEN	maxCADD	priPhCons	GerpRS	FATHMM	benign
chr5	176719052	missense_variant	0	0.993	31	0.988	831.4	0.96792	pathogenic
chr5	176719073	missense_variant	0	0.994	28.6	0.951	831.4	0.96787	pathogenic
chr5	176719125	missense_variant	0	1	23.2	0.902	831.4	0.27668	pathogenic
chr5	176719150	stop_gained	0	1	42	0.995	831.4	0.90486	pathogenic
chr5	176719151	missense_variant	0.01	0.844	33	0.995	831.4	0.98031	pathogenic
chr5	176720841	stop_gained	0	1	56	0.986	5489.8	0.99743	pathogenic
chr5	176720845	missense_variant	0	0.999	34	0.988	5489.8	0.99698	pathogenic
chr5	176720917	missense_variant	0	1	31	0.994	5489.8	0.99908	pathogenic
chr5	176720928	stop_gained	0	1	49	0.997	5489.8	0.99621	pathogenic
chr5	176720973	missense_variant	0	0.999	29.1	0.988	5489.8	0.99645	pathogenic
chr5	176720974	missense_variant	0	0.999	33	0.987	5489.8	0.99763	pathogenic
chr5	176721025	missense_variant	0	0.999	35	0.998	5489.8	0.99743	pathogenic
chr5	176813474	missense_variant	0.02	0.854	28.0	0.996	589	0.97955	pathogenic
chr5	176813474	missense_variant	0.14	0.313	23.1	0.996	589	0.98408	pathogenic
chr5	176830995	missense_variant	0	1	15.46	0.128	511.1	0.80422	pathogenic
chr5	176831232	missense_variant	0.16	0.866	10.83	0.057	NA	0.73904	pathogenic
chr5	176831232	missense_variant	0.16	0.866	10.83	0.057	NA	0.73904	pathogenic
chr5	176831232	missense_variant	0.15	0.759	11.24	0.057	NA	0.77696	pathogenic
chr5	176831232	missense_variant	0.15	0.759	11.24	0.057	NA	0.77696	pathogenic
chr5	176833020	missense_variant	0	0.996	20.0	0.819	311.6	0.89288	pathogenic
chr5	177034446	missense_variant	0.01	0.984	22.6	0.941	871.1	0.93650	pathogenic
chr5	177034506	missense_variant	0.06	0.995	22.3	0.962	871.1	0.90624	pathogenic
chr5	177035995	missense_variant	0	0.991	19.76	0.576	413.1	0.89795	pathogenic
chr5	177419809	stop_gained	0	1	36	0.376	328.2	0.20401	pathogenic
chr5	177421153	missense_variant	0.09	0.999	24.0	0.137	261.8	0.55238	pathogenic
chr5	177421154	stop_gained	0	1	36	0.154	261.8	0.38111	pathogenic
chr5	177421186	missense_variant	0	0.999	27.1	0.956	261.8	0.80532	pathogenic
chr5	177421231	missense_variant	0.08	0.999	25.4	0.393	261.8	0.73995	pathogenic
chr5	177421232	missense_variant	0	0.999	27.9	0.390	261.8	0.58973	pathogenic
chr5	177576761	missense_variant	0	0.997	16.67	0.834	384.2	0.97620	pathogenic
chr5	177638965	missense_variant	0.03	0.597	20.6	0.642	88.1	0.89805	pathogenic
chr5	177649565	missense_variant	0	0.992	35	0.922	798.7	0.95884	pathogenic
chr5	178410006	missense_variant	0	1	17.51	0.497	1026.1	0.98152	pathogenic
chr5	178413394	stop_gained	0	1	18.41	0.844	1883.8	0.93519	pathogenic
chr5	178413690	missense_variant	0	1	19.62	0.811	1883.8	0.98448	pathogenic
chr5	178416076	missense_variant	0.01	0.665	15.44	0.178	674.5	0.98730	pathogenic
chr5	178421498	missense_variant	0.01	1	22.6	0.990	1142.5	0.89506	pathogenic
chr5	178421809	missense_variant	0.01	0.855	22.2	0.957	1142.5	0.93046	pathogenic
chr5	178557006	stop_gained	0	1	43	0.657	467.2	0.99522	pathogenic
chr5	178699927	stop_gained	0	1	36	0.287	408.7	0.74011	pathogenic
chr5	179263445	missense_variant	0.05	0.969	22.0	0.643	438.5	0.99564	pathogenic
chr5	180040101	missense_variant	0	0.998	32	0.873	265.3	0.98660	pathogenic
chr5	180041083	missense_variant	0	0.434	28.4	0.922	281.4	0.98846	pathogenic
chr5	180041142	missense_variant	0	0.794	25.7	0.994	281.4	0.98402	pathogenic
chr5	180043455	missense_variant	0	0.999	27.5	0.887	317.5	0.98453	pathogenic
chr5	180043464	missense_variant	0	0.999	34	0.954	317.5	0.98240	pathogenic
chr5	180043482	missense_variant	0	1	25.2	0.958	317.5	0.97446	pathogenic
chr5	180045911	missense_variant	0.08	0.297	12.15	0.031	152.7	0.58771	pathogenic
chr5	180046680	missense_variant	0	0.997	15.39	0.151	1390.4	0.98281	pathogenic
chr5	180046743	missense_variant	0	1	18.57	0.645	1390.4	0.98339	pathogenic
chr5	180046749	missense_variant	0	1	17.05	0.594	1390.4	0.97699	pathogenic
chr6	1610747	stop_gained	0	1	19.85	0.964	3779.8	0.93110	pathogenic
chr6	1610925	missense_variant	0	0.992	18.14	0.991	3779.8	0.92222	pathogenic
chr6	1610941	missense_variant	0	0.998	18.88	0.987	3779.8	0.90629	pathogenic
chr6	1611015	missense_variant	0	0.992	19.83	0.991	3779.8	0.95815	pathogenic
chr6	1611015	missense_variant	0	0.998	18.41	0.991	3779.8	0.94907	pathogenic
chr6	1611038	stop_gained	0	1	21.7	0.996	3779.8	0.95192	pathogenic
chr6	1611058	missense_variant	0	0.998	19.11	0.932	3779.8	0.91312	pathogenic
chr6	1611068	missense_variant	0	0.999	19.76	0.924	3779.8	0.86407	pathogenic
chr6	1611072	missense_variant	0	0.996	22.1	0.971	3779.8	0.94960	pathogenic
chr6	1611569	missense_variant	0.44	0	8.832	0.136	3779.8	0.23483	pathogenic
chr6	2948930	stop_gained	0	1	42	0.567	117.3	0.98622	pathogenic
chr6	3154692	missense_variant	0	0.006	22.3	0.997	4355.6	0.99468	pathogenic
chr6	3225062	missense_variant	0.01	0.184	26.0	0.823	4749.7	0.98290	pathogenic
chr6	3225074	missense_variant	0.02	0.744	33	0.976	4749.7	0.98293	pathogenic
chr6	3225530	missense_variant	0.03	0.081	23.8	0.978	4749.7	0.98700	pathogenic
chr6	3225556	missense_variant	0.01	0.997	24.0	0.875	4749.7	0.98372	pathogenic
chr6	3225640	missense_variant	0	0.995	26.6	0.901	4749.7	0.99600	pathogenic
chr6	3225809	missense_variant	0	1	26.7	0.977	4749.7	0.99602	pathogenic
chr6	3225973	missense_variant	0	0.998	27.0	0.967	4749.7	0.98796	pathogenic
chr6	5216855	missense_variant	0	0.785	35	0.954	520	0.92577	pathogenic
chr6	5216855	missense_variant	0.04	0.842	34	0.954	520	0.90768	pathogenic
chr6	5369234	missense_variant	0	1	27.6	0.992	1253.6	0.99346	pathogenic
chr6	5545494	missense_variant	0	1	27.8	0.956	445.8	0.97724	pathogenic
chr6	5613508	missense_variant	0	0.997	21.3	0.997	1392.1	0.98779	pathogenic
chr6	6145941	missense_variant	0	1	34	0.649	1668.6	0.86417	pathogenic
chr6	6152046	missense_variant&splice_region_variant	0.05	0.032	24.7	0.681	284.8	0.74583	pathogenic
chr6	6152046	missense_variant&splice_region_variant	0.19	0.001	23.0	0.681	284.8	0.63195	pathogenic
chr6	6152107	stop_gained	0	1	34	0.091	284.8	0.02054	pathogenic
chr6	6174873	missense_variant	0	1	33	0.642	714.4	0.94772	pathogenic
chr6	6175056	missense_variant	0	1	33	0.543	714.4	0.98589	pathogenic
chr6	6182354	stop_gained	0	1	41	0.871	450.6	0.93721	pathogenic
chr6	6196092	missense_variant	0	1	27.8	0.011	277	0.98586	pathogenic
chr6	6222398	missense_variant	0	0.999	21.4	0.991	527	0.93787	pathogenic
chr6	6224943	missense_variant	0	0.999	34	0.991	985.9	0.98311	pathogenic
chr6	6225041	missense_variant	0	1	29.3	0.993	985.9	0.88520	pathogenic
chr6	6248561	missense_variant	0.05	1	34	0.993	333.6	0.98857	pathogenic
chr6	6248615	missense_variant	0.01	0.991	26.5	0.930	333.6	0.98697	pathogenic
chr6	6266848	stop_gained	0	1	35	0.125	702.9	0.80030	pathogenic
chr6	6305720	missense_variant	0	1	24.5	0.698	529.9	0.75764	pathogenic
chr6	7542236	missense_variant	0.63	0	8.890	0.130	456.1	0.00527	pathogenic
chr6	7565675	missense_variant	0	0.992	22.9	0.970	631.1	0.42171	pathogenic
chr6	7565711	missense_variant	0	0.999	23.6	0.969	631.1	0.36761	pathogenic
chr6	7566661	stop_gained	0	1	19.13	0.967	401.8	0.94767	pathogenic
chr6	7570786	missense_variant	0.01	0.972	32	0.792	578.6	0.98879	pathogenic
chr6	7571704	missense_variant	0	0.988	34	0.966	705.4	0.98979	pathogenic
chr6	7572161	stop_gained	0	1	40	0.996	619.8	0.97880	pathogenic
chr6	7575019	stop_gained	0	1	37	0.995	366.8	0.59278	pathogenic
chr6	7580222	stop_gained	0	1	18.43	0.990	6044.9	0.94039	pathogenic
chr6	7583295	stop_gained	0	1	37	0.777	2962.4	0.19501	pathogenic
chr6	7584591	missense_variant	0.06	1	29.5	0.994	6285.9	0.90924	pathogenic
chr6	7584592	missense_variant	0.02	0.96	35	0.994	6285.9	0.96114	pathogenic
chr6	7585996	missense_variant	0.03	0.984	16.98	0.264	1464.3	0.97345	pathogenic
chr6	10400820	missense_variant&splice_region_variant	0.03	0.3	20.4	0.987	3324.1	0.95268	pathogenic
chr6	10402823	missense_variant	0	1	33	0.999	3631.8	0.97100	pathogenic
chr6	10404742	missense_variant&splice_region_variant	0	0.885	22.6	0.986	1160.3	0.97488	pathogenic
chr6	10404795	missense_variant	0	0.708	23.1	0.986	1160.3	0.94096	pathogenic
chr6	10404795	missense_variant	0.01	0.187	23.2	0.986	1160.3	0.92601	pathogenic
chr6	10529649	missense_variant	0	0.943	14.59	0.042	1298.6	0.92241	pathogenic
chr6	10529827	missense_variant	0	0.84	14.78	0.036	1298.6	0.90938	pathogenic
chr6	10626680	missense_variant	0	0.739	16.29	0.604	373.2	0.98406	pathogenic
chr6	10626785	missense_variant	0	1	18.11	0.938	373.2	0.94475	pathogenic
chr6	10804119	missense_variant	0	1	21.8	0.904	595.2	0.98038	pathogenic
chr6	10809146	missense_variant	0	1	22.2	0.977	524.2	0.98006	pathogenic
chr6	10830845	missense_variant	0	0.999	19.77	0.792	363.2	0.96914	pathogenic
chr6	10830845	missense_variant	0	1	20.3	0.792	363.2	0.95543	pathogenic
chr6	10877529	missense_variant	0.14	0.97	22.3	0.999	910.9	0.98333	pathogenic
chr6	10877576	missense_variant	0	0.999	18.96	0.625	910.9	0.98113	pathogenic
chr6	10877576	missense_variant	0	0.999	18.22	0.625	910.9	0.98584	pathogenic
chr6	15627622	stop_gained	0	1	18.88	0.988	322.9	0.91355	pathogenic
chr6	15638020	stop_gained	0	1	41	0.980	279	0.90656	pathogenic
chr6	18121915	missense_variant	0	1	16.95	0.864	2650.2	0.95751	pathogenic
chr6	18122045	stop_gained	0	1	4.804	0.002	2650.2	0.74540	pathogenic
chr6	18122245	missense_variant	0	0.526	26.3	0.993	2650.2	0.94848	pathogenic
chr6	18122633	missense_variant	0	1	16.84	0.970	2650.2	0.95681	pathogenic
chr6	18122762	missense_variant	0	1	16.58	0.988	2650.2	0.99039	pathogenic
chr6	18130993	missense_variant	0.4	0.002	9.391	0.030	285.2	0.00330	pathogenic
chr6	18134115	missense_variant	0.03	0.195	11.76	0.030	58.8	0.21861	pathogenic
chr6	24291215	stop_gained	0	1	39	0.919	518.8	0.95516	pathogenic
chr6	24528277	missense_variant	0	0.997	29.4	0.611	417.1	0.99682	pathogenic
chr6	24528285	stop_gained	0	1	43	0.768	417.1	0.98115	pathogenic
chr6	26091269	missense_variant	0.18	1	24.4	0.954	241.5	0.88121	pathogenic
chr6	26091306	missense_variant	0	1	25.5	0.977	241.5	0.87535	pathogenic
chr6	26091582	missense_variant	0.26	0.003	0.005	0.546	287.4	0.02808	pathogenic
chr6	26093144	missense_variant	0.01	0.922	23.3	0.489	431.1	0.17909	pathogenic
chr6	26093443	missense_variant	0.03	0.948	15.60	0.164	NA	0.10208	pathogenic
chr6	26093443	missense_variant	0.08	0.978	18.38	0.164	NA	0.13076	pathogenic
chr6	29080004	missense_variant	0.05	0.072	10.68	0.420	983.1	0.02766	pathogenic
chr6	29080344	missense_variant	0.76	0.009	0.003	0.011	983.1	0.01853	pathogenic
chr6	29627405	missense_variant	0.08	0.954	24.3	0.985	941.9	0.24469	pathogenic
chr6	29640516	missense_variant	0	0.999	14.02	0.073	211	0.94102	pathogenic
chr6	29641059	missense_variant	0	0.999	21.0	0.989	417.9	0.98716	pathogenic
chr6	29641145	missense_variant	0.01	1	18.08	0.940	417.9	0.06924	pathogenic
chr6	30886628	missense_variant	0	1	22.3	0.959	223.4	0.97515	pathogenic
chr6	30889753	missense_variant	0	0.691	32	0.990	259.2	0.96350	pathogenic
chr6	31084749	stop_gained	0	1	8.735	0.064	NA	0.02677	pathogenic
chr6	31084749	missense_variant	0.64	0	6.627	0.064	NA	0.04828	pathogenic
chr6	31084794	stop_gained	0	1	8.624	0.030	NA	0.19070	pathogenic
chr6	31084968	stop_gained	0	1	8.773	0.002	NA	0.03215	pathogenic
chr6	31085217	stop_gained	0	1	10.90	0.096	410.3	0.07362	pathogenic
chr6	31544934	missense_variant	0.18	0.771	10.11	0.222	1255.5	0.08997	pathogenic
chr6	31827615	stop_gained	0	1	20.5	0.665	1649.6	0.86941	pathogenic
chr6	31827656	missense_variant	0	0.925	18.68	0.651	1649.6	0.96402	pathogenic
chr6	31827894	missense_variant	0.11	0.971	22.3	0.860	1649.6	0.96533	pathogenic
chr6	31827947	missense_variant	0.01	0.919	12.34	0.017	1649.6	0.75943	pathogenic
chr6	31828235	missense_variant	0	1	19.35	0.684	1649.6	0.97994	pathogenic
chr6	31828287	missense_variant	0	0.978	14.16	0.013	1649.6	0.96265	pathogenic
chr6	31828296	missense_variant	0	0.998	16.08	0.160	1649.6	0.98129	pathogenic
chr6	31828365	missense_variant	0.01	0.954	18.45	0.273	1649.6	0.95935	pathogenic
chr6	31829856	missense_variant	0	0.989	22.1	0.807	545.4	0.89079	pathogenic
chr6	31829889	missense_variant	0	1	22.6	0.806	545.4	0.95532	pathogenic
chr6	31830467	missense_variant	0.05	0.078	10.81	0.012	NA	0.93484	pathogenic
chr6	31830467	stop_gained	0	1	10.80	0.012	NA	0.92172	pathogenic
chr6	31830485	stop_gained	0	1	13.47	0.376	NA	0.82811	pathogenic
chr6	31903804	missense_variant	0.48	0.933	9.649	0.053	NA	0.71139	pathogenic
chr6	31914024	missense_variant	0	0.606	16.36	0.083	NA	0.84505	pathogenic
chr6	31915727	stop_gained	0	1	17.34	0.553	722.4	0.31631	pathogenic
chr6	31929789	missense_variant	0	0.998	22.4	0.988	517.6	0.96851	pathogenic
chr6	32006291	missense_variant	0.11	0.954	18.75	0.682	332.6	0.57324	pathogenic
chr6	32006939	missense_variant	0.01	0.955	18.71	0.969	255.6	0.81990	pathogenic
chr6	32007203	missense_variant	0	1	22.2	0.990	222.3	0.95054	pathogenic
chr6	32007584	missense_variant	0	0.857	9.865	0.105	NA	0.13360	pathogenic
chr6	32007587	missense_variant	0.05	0.812	11.57	0.286	NA	0.17211	pathogenic
chr6	32007587	missense_variant	0.05	0.812	11.57	0.286	NA	0.17211	pathogenic
chr6	32007593	missense_variant	1	0	14.72	0.628	72.1	0.00121	pathogenic
chr6	32007593	missense_variant	1	0	14.72	0.628	72.1	0.00121	pathogenic
chr6	32007887	missense_variant	0.01	0.999	17.74	0.455	250.2	0.89981	pathogenic
chr6	32007887	missense_variant	0.01	0.999	17.74	0.455	250.2	0.89981	pathogenic
chr6	32007887	missense_variant	0.34	0.827	16.36	0.455	250.2	0.56883	pathogenic
chr6	32007887	missense_variant	0.3	0.898	16.36	0.455	250.2	0.56883	pathogenic
chr6	32007887	missense_variant	0.34	0.827	16.46	0.455	250.2	0.87789	pathogenic
chr6	32007887	missense_variant	0.34	0.827	16.46	0.455	250.2	0.87789	pathogenic
chr6	32007917	missense_variant	0.01	0.999	15.14	0.275	250.2	0.96983	pathogenic
chr6	32007917	missense_variant	0	1	14.02	0.275	250.2	0.94673	pathogenic
chr6	32008198	stop_gained	0	1	22.0	0.984	109.6	0.78413	pathogenic
chr6	32008312	missense_variant	0	0.999	22.1	0.938	275.1	0.42044	pathogenic
chr6	32008543	stop_gained	0	1	13.50	0.155	233.2	0.21673	pathogenic
chr6	32008783	missense_variant	0	0.665	16.21	0.375	798	0.81785	pathogenic
chr6	32010130	missense_variant	0	0.942	20.7	0.990	1972	0.83730	pathogenic
chr6	32016415	missense_variant	0.19	0.356	7.701	0.049	NA	0.28896	pathogenic
chr6	32052313	missense_variant	0.01	0.937	26.2	0.536	437.5	0.50966	pathogenic
chr6	32809448	missense_variant	0	1	22.7	0.993	554	0.97158	pathogenic
chr6	32809448	missense_variant	0	1	22.7	0.993	554	0.96412	pathogenic
chr6	32814909	missense_variant	0.02	0.955	21.8	0.870	485.1	0.87532	pathogenic
chr6	33134513	missense_variant	0	0	25.1	0.908	301.2	0.98337	pathogenic
chr6	33135082	stop_gained	0	1	46	0.981	181.7	0.38908	pathogenic
chr6	33135599	stop_gained	0	1	39	0.023	182	0.35725	pathogenic
chr6	33139540	missense_variant	0	0.992	29.6	0.963	1547.9	0.65958	pathogenic
chr6	33141825	missense_variant	0.05	0.784	24.0	0.833	157	0.70361	pathogenic
chr6	33141825	stop_gained	0	1	38	0.833	157	0.72645	pathogenic
chr6	33142311	missense_variant	0	0.969	27.3	0.479	208.9	0.98477	pathogenic
chr6	33144993	missense_variant	0	0.996	28.2	0.397	146.3	0.99326	pathogenic
chr6	33144993	missense_variant	0	0.98	28.9	0.397	146.3	0.99259	pathogenic
chr6	33145920	missense_variant	0.09	0.483	24.6	0.936	889.1	0.78269	pathogenic
chr6	33157220	missense_variant	0.07	0.961	18.41	0.824	841.8	0.82169	pathogenic
chr6	33400486	stop_gained	0	1	16.13	0.966	3399.4	0.96608	pathogenic
chr6	33400501	stop_gained	0	1	18.43	0.990	3399.4	0.81155	pathogenic
chr6	33408514	missense_variant	0	0.999	22.5	0.999	2457.3	0.97865	pathogenic
chr6	33408564	stop_gained	0	1	22.2	0.995	2457.3	0.77027	pathogenic
chr6	34389570	stop_gained	0	1	18.53	0.889	302	0.96113	pathogenic
chr6	34392996	start_lost&splice_region_variant	0	0.422	28.2	0.887	593.6	0.95775	pathogenic
chr6	35423630	stop_gained	0	1	37	0.933	514.2	0.84196	pathogenic
chr6	35423696	stop_gained	0	1	35	0.044	514.2	0.22684	pathogenic
chr6	35467782	missense_variant	0	0.996	22.4	0.991	615.7	0.94676	pathogenic
chr6	35467809	missense_variant	0	1	21.8	0.996	615.7	0.77447	pathogenic
chr6	35467877	missense_variant	0.02	0.684	21.2	0.675	615.7	0.93939	pathogenic
chr6	35467877	missense_variant	0.04	0.959	19.62	0.675	615.7	0.93777	pathogenic
chr6	35471400	missense_variant	0	0.479	31	0.973	318.7	0.94563	pathogenic
chr6	35471534	stop_gained	0	1	39	0.965	296.9	0.99672	pathogenic
chr6	35471540	missense_variant	0	1	35	0.899	296.9	0.99582	pathogenic
chr6	35471593	missense_variant	0	0.999	28.3	0.965	296.9	0.98749	pathogenic
chr6	35473528	missense_variant	0	1	35	0.931	355.2	0.99053	pathogenic
chr6	35473528	missense_variant	0	0.999	35	0.931	355.2	0.96289	pathogenic
chr6	35773827	missense_variant	0	0.998	15.80	0.730	1524.6	0.90832	pathogenic
chr6	35782404	missense_variant	0	1	34	0.998	858	0.98380	pathogenic
chr6	35911730	missense_variant	0.01	0.942	23.2	0.008	NA	0.03334	pathogenic
chr6	35918978	missense_variant	0.01	0.864	33	0.939	762.1	0.90477	pathogenic
chr6	35980078	missense_variant	0.39	0.582	25.0	0.967	566.6	0.54472	pathogenic
chr6	39880033	missense_variant	0	1	34	0.643	408.7	0.98304	pathogenic
chr6	39895101	missense_variant	0	1	18.58	0.983	430.6	0.87643	pathogenic
chr6	41126729	missense_variant	0.07	0.202	16.50	0.444	173.5	0.59734	pathogenic
chr6	41127611	missense_variant	0.18	0.009	11.03	0.091	63.2	0.08202	pathogenic
chr6	41129015	missense_variant	0	1	28.5	0.995	908.8	0.92553	pathogenic
chr6	41129159	stop_gained	0	1	12.58	0.884	908.8	0.03776	pathogenic
chr6	41129260	stop_gained	0	1	19.10	0.985	908.8	0.85679	pathogenic
chr6	41129295	stop_gained	0	1	5.353	0.155	908.8	0.02851	pathogenic
chr6	42141500	missense_variant	0.27	0.737	24.6	0.953	886.7	0.84962	pathogenic
chr6	42141500	missense_variant	0.21	0.018	23.4	0.953	886.7	0.82482	pathogenic
chr6	42146112	missense_variant	0.03	0.996	15.40	0.334	501.4	0.97533	pathogenic
chr6	42146986	missense_variant	0	0.997	25.0	0.951	278.1	0.88773	pathogenic
chr6	42146986	missense_variant	0	1	25.8	0.951	278.1	0.87350	pathogenic
chr6	42153424	missense_variant	0.11	0.21	23.4	0.994	317.1	0.74463	pathogenic
chr6	42666127	stop_gained	0	1	21.9	0.996	679.1	0.73534	pathogenic
chr6	42672157	stop_gained	0	1	16.81	0.970	740.9	0.96013	pathogenic
chr6	42672284	missense_variant	0.08	0.607	17.07	0.714	740.9	0.91544	pathogenic
chr6	42672347	missense_variant&splice_region_variant	0	0.366	21.0	0.958	740.9	0.94914	pathogenic
chr6	42689519	missense_variant	0	0.999	28.6	0.998	1925.2	0.98943	pathogenic
chr6	42689555	missense_variant	0	1	29.6	0.992	1925.2	0.98482	pathogenic
chr6	42689558	missense_variant	0.05	0.203	26.0	0.988	1925.2	0.80405	pathogenic
chr6	42689559	missense_variant	0	0.963	32	0.983	1925.2	0.87353	pathogenic
chr6	42689559	missense_variant	0	0.611	26.0	0.983	1925.2	0.88776	pathogenic
chr6	42689573	missense_variant	0	1	32	0.954	1925.2	0.98274	pathogenic
chr6	42689574	missense_variant	0	1	34	0.942	1925.2	0.98274	pathogenic
chr6	42689649	missense_variant	0	0.913	26.9	0.984	1925.2	0.93827	pathogenic
chr6	42689663	missense_variant	0	0.845	26.5	0.855	1925.2	0.96487	pathogenic
chr6	42689937	stop_gained	0	1	36	0.910	1925.2	0.87450	pathogenic
chr6	42928654	missense_variant	0.02	0.768	22.4	0.872	734.7	0.84948	pathogenic
chr6	42930887	missense_variant	0.01	0.998	22.4	0.923	1928.5	0.98033	pathogenic
chr6	42936115	missense_variant	0	0.999	21.7	0.817	671.8	0.99247	pathogenic
chr6	43006629	missense_variant	0.01	0.824	22.3	0.990	285.5	0.92085	pathogenic
chr6	43006687	stop_gained	0	1	19.04	0.998	NA	0.92730	pathogenic
chr6	43014042	stop_gained	0	1	19.46	0.990	899.4	0.83885	pathogenic
chr6	43488699	missense_variant	0	1	22.2	0.985	1225.1	0.98275	pathogenic
chr6	43488700	missense_variant	0.02	0.997	22.5	0.981	1225.1	0.99538	pathogenic
chr6	43488976	stop_gained	0	1	22.2	0.988	1225.1	0.98910	pathogenic
chr6	43555112	stop_gained	0	1	21.8	0.987	1045.5	0.94858	pathogenic
chr6	43572383	stop_gained	0	1	22.0	0.995	500.4	0.99655	pathogenic
chr6	43578333	stop_gained	0	1	21.2	0.963	615.4	0.94582	pathogenic
chr6	43581755	missense_variant	0.27	0.543	18.69	0.948	1441.7	0.38169	pathogenic
chr6	43581918	missense_variant	0.57	0.002	11.43	0.722	1441.7	0.12869	pathogenic
chr6	43612887	stop_gained	0	1	22.3	0.985	600.7	0.54115	pathogenic
chr6	44268349	missense_variant	0	1	22.3	0.964	517.1	0.95332	pathogenic
chr6	44272249	missense_variant	0	0.806	14.26	0.856	1247.5	0.13016	pathogenic
chr6	44272809	stop_gained	0	1	7.823	0.228	198.6	0.07692	pathogenic
chr6	44274104	missense_variant	0	0.941	15.23	0.041	263.6	0.98144	pathogenic
chr6	44279244	missense_variant	0	1	21.3	0.993	511.1	0.98598	pathogenic
chr6	45399682	missense_variant	0	0.987	35	0.992	1975.7	0.98654	pathogenic
chr6	45399682	missense_variant	0	0.997	34	0.992	1975.7	0.98925	pathogenic
chr6	45399700	missense_variant	0	0.995	26.6	0.997	1975.7	0.97337	pathogenic
chr6	45399700	missense_variant	0	0.994	29.9	0.997	1975.7	0.97783	pathogenic
chr6	45399748	missense_variant	0	0.996	31	0.999	1975.7	0.98654	pathogenic
chr6	45405701	missense_variant	0	0.995	27.3	0.997	5326.6	0.98664	pathogenic
chr6	45405776	missense_variant	0	1	34	0.999	5326.6	0.93680	pathogenic
chr6	45405777	missense_variant	0	0.999	25.8	0.999	5326.6	0.98600	pathogenic
chr6	45480014	stop_gained	0	1	41	0.950	791.9	0.98641	pathogenic
chr6	45514647	stop_gained	0	1	41	0.999	6755	0.92741	pathogenic
chr6	45922949	stop_gained	0	1	39	0.986	460.8	0.79994	pathogenic
chr6	46677098	missense_variant	0.01	0.997	29.6	0.979	264.1	0.94988	pathogenic
chr6	47580228	stop_gained	0	1	36	0.865	277.5	0.45902	pathogenic
chr6	49399544	missense_variant	0	1	34	0.981	502.5	0.98248	pathogenic
chr6	49403186	missense_variant	0	1	35	0.984	524.6	0.98809	pathogenic
chr6	49408008	missense_variant	0	1	34	0.998	708.2	0.98362	pathogenic
chr6	49419304	stop_gained	0	1	41	0.993	989.7	0.97969	pathogenic
chr6	49419304	missense_variant	0	0.997	29.6	0.993	989.7	0.98372	pathogenic
chr6	49419381	missense_variant	0	0.981	28.8	0.980	989.7	0.99279	pathogenic
chr6	49425502	missense_variant	0	0.999	28.7	0.938	1560.5	0.99215	pathogenic
chr6	49425514	missense_variant	0	0.998	32	0.992	1560.5	0.99157	pathogenic
chr6	49426831	stop_gained	0	1	16.39	0.094	1161.7	0.98728	pathogenic
chr6	49426858	missense_variant	0	1	15.36	0.091	1161.7	0.96275	pathogenic
chr6	49426867	missense_variant	0	1	13.64	0.113	1161.7	0.98666	pathogenic
chr6	49426900	missense_variant	0	1	22.4	0.931	1161.7	0.98029	pathogenic
chr6	49426902	missense_variant	0.01	1	22.5	0.954	1161.7	0.98029	pathogenic
chr6	49427089	stop_gained	0	1	9.707	0.336	1161.7	0.86844	pathogenic
chr6	49427128	stop_gained	0	1	14.74	0.882	1161.7	0.10587	pathogenic
chr6	49574634	missense_variant&splice_region_variant	0	1	16.33	0.068	55.6	0.96088	pathogenic
chr6	49580217	missense_variant	0	1	34	0.990	306.7	0.98122	pathogenic
chr6	49580219	missense_variant	0	1	33	0.994	306.7	0.98122	pathogenic
chr6	49580247	missense_variant&splice_region_variant	0	0.519	28.0	0.826	306.7	0.96857	pathogenic
chr6	49586997	missense_variant	0.01	0.938	26.2	0.372	423.5	0.92739	pathogenic
chr6	49586997	missense_variant	0	0.904	26.7	0.372	423.5	0.91665	pathogenic
chr6	50791256	missense_variant	0	0.885	27.2	0.953	1757.4	0.96541	pathogenic
chr6	50803878	missense_variant	0	0.438	28.8	0.106	892.6	0.98049	pathogenic
chr6	50803878	missense_variant	0	0.438	28.8	0.106	892.6	0.98049	pathogenic
chr6	50803878	missense_variant	0	0.809	33	0.106	892.6	0.97573	pathogenic
chr6	50803878	missense_variant	0	0.809	33	0.106	892.6	0.97573	pathogenic
chr6	50805690	missense_variant&splice_region_variant	0	0.974	34	0.998	2000.1	0.95714	pathogenic
chr6	50805720	missense_variant	0	0.906	34	0.998	2000.1	0.96514	pathogenic
chr6	50805764	missense_variant	0	0.966	35	0.996	2000.1	0.94413	pathogenic
chr6	51524266	missense_variant	0	0.169	24.0	0.958	2082.1	0.97518	pathogenic
chr6	51524512	missense_variant	0	0.915	25.0	0.436	2082.1	0.97317	pathogenic
chr6	51609308	stop_gained	0	1	36	0.072	NA	0.05746	pathogenic
chr6	51609308	missense_variant	0.85	0.001	0.008	0.072	NA	0.00359	pathogenic
chr6	51613361	missense_variant	0.04	0.959	25.3	0.357	2128.5	0.93014	pathogenic
chr6	51618125	stop_gained	0	1	37	0.071	2177.2	0.21729	pathogenic
chr6	51712669	stop_gained	0	1	39	0.390	369.8	0.18823	pathogenic
chr6	51774264	missense_variant	0.26	0.005	7.934	0.184	554.5	0.05835	pathogenic
chr6	51889617	missense_variant	0.05	0.809	23.0	0.411	1242.8	0.51559	pathogenic
